cell_line,histotype_code,histotype_label,histotype_note,contributing_centre,patient_id,models_from_same_patient,selected_patient_model,rna_available,protein_available,copy_number_available,variants_available,rna_sample_id,rna_passage,wes_passage,tmt_plex,tmt_channel,stock_str_documentation,stock_mycoplasma_documentation,rna_pseudoalign_pct,rna_sequenced_fragments_M,rna_assigned_gene_counts_M,rna_genes_detected,prot_n_detected,prot_pct_missing,wes_n_coding,fga_autosome,cellosaurus_accession,str_profile_documented,problematic_flag,gene,panel_group,ranking_direction,rna_gene_ids,rna_tpm,rna_log2_tpm_plus1,protein_log2_normalised,protein_row,protein_uniprot,protein_isodoping,protein_unique_peptides_global,protein_quantified_peptides_global,rna_status,protein_status,rna_abundance_percentile,protein_abundance_percentile,rna_abundance_rank_desc,protein_abundance_rank_desc,rna_n_measured_models,protein_n_measured_models
OV2295,HGS,High-grade serous carcinoma,consensus,CHUM,2295,3,True,True,True,True,True,OV2295p64,p64,P61,5.0,ch4,Awaiting contributing-laboratory confirmation,Awaiting contributing-laboratory confirmation,91.9,55.8,51.2,20174.0,7653.0,9.2,170.0,0.396,CVCL_9T13,True,NA,PGR,Endocrine,higher,ENSG00000082175,4.8157879999999995,2.5399746803780157,NA,NA,NA,NA,NA,NA,measured,target not quantified in supplied matrix,1.0,NA,1.0,NA,31,0
OV2295-R2,HGS,High-grade serous carcinoma,consensus,CHUM,2295,3,False,True,True,True,True,OV2295R2p67,p67,P70,3.0,ch2,Awaiting contributing-laboratory confirmation,Awaiting contributing-laboratory confirmation,90.0,97.0,87.3,19526.0,7562.0,10.3,272.0,0.669,CVCL_9T14,True,NA,PGR,Endocrine,higher,ENSG00000082175,0.0,0.0,NA,NA,NA,NA,NA,NA,measured TPM zero,target not quantified in supplied matrix,0.3333333333333333,NA,11.0,NA,31,0
OV3133-R,HGS,High-grade serous carcinoma,consensus,CHUM,3133,4,True,True,True,True,True,OV3133Rp64,p64,P71,1.0,ch3,Awaiting contributing-laboratory confirmation,Awaiting contributing-laboratory confirmation,91.2,60.0,54.8,19761.0,7738.0,8.2,186.0,0.626,CVCL_9T15,True,NA,PGR,Endocrine,higher,ENSG00000082175,0.0,0.0,NA,NA,NA,NA,NA,NA,measured TPM zero,target not quantified in supplied matrix,0.3333333333333333,NA,11.0,NA,31,0
OV4453,HGS,High-grade serous carcinoma,consensus,CHUM,OV4453,1,True,True,True,False,False,OV4453p60,p60,NA,4.0,ch2,Awaiting contributing-laboratory confirmation,Awaiting contributing-laboratory confirmation,89.6,85.0,76.2,21292.0,7694.0,8.7,NA,NA,CVCL_9T20,True,NA,PGR,Endocrine,higher,ENSG00000082175,0.01148112,0.01646939123917237,NA,NA,NA,NA,NA,NA,measured,target not quantified in supplied matrix,0.8333333333333334,NA,6.0,NA,31,0
OV4485,HGS,High-grade serous carcinoma,consensus,CHUM,OV4485,1,True,True,True,False,False,OV4485p60,p60,NA,2.0,ch3,Awaiting contributing-laboratory confirmation,Awaiting contributing-laboratory confirmation,92.5,52.1,48.2,19696.0,7758.0,7.9,NA,NA,CVCL_9T21,True,NA,PGR,Endocrine,higher,ENSG00000082175,0.0,0.0,NA,NA,NA,NA,NA,NA,measured TPM zero,target not quantified in supplied matrix,0.3333333333333333,NA,11.0,NA,31,0
OV866-2,HGS,High-grade serous carcinoma,consensus,CHUM,OV866-2,1,True,True,True,False,False,OV866-2p67,p67,NA,1.0,ch4,Awaiting contributing-laboratory confirmation,Awaiting contributing-laboratory confirmation,93.0,46.1,42.9,19121.0,7738.0,8.2,NA,NA,CVCL_9T22,True,NA,PGR,Endocrine,higher,ENSG00000082175,0.0,0.0,NA,NA,NA,NA,NA,NA,measured TPM zero,target not quantified in supplied matrix,0.3333333333333333,NA,11.0,NA,31,0
TOV1369,HGS,High-grade serous carcinoma,consensus,CHUM,1369,2,False,True,True,True,True,TOV1369p65,p65,P65,2.0,ch4,Awaiting contributing-laboratory confirmation,Awaiting contributing-laboratory confirmation,93.1,66.1,61.5,19808.0,7758.0,7.9,321.0,0.674,CVCL_9T17,True,NA,PGR,Endocrine,higher,ENSG00000082175,0.0,0.0,NA,NA,NA,NA,NA,NA,measured TPM zero,target not quantified in supplied matrix,0.3333333333333333,NA,11.0,NA,31,0
TOV3041G,HGS,High-grade serous carcinoma,consensus,CHUM,TOV3041G,1,True,True,True,False,False,TOV3041Gp67,p67,NA,3.0,ch4,Awaiting contributing-laboratory confirmation,Awaiting contributing-laboratory confirmation,92.8,86.3,80.1,20485.0,7562.0,10.3,NA,NA,CVCL_9T24,True,NA,PGR,Endocrine,higher,ENSG00000082175,0.0,0.0,NA,NA,NA,NA,NA,NA,measured TPM zero,target not quantified in supplied matrix,0.3333333333333333,NA,11.0,NA,31,0
TOV3133G,HGS,High-grade serous carcinoma,consensus,CHUM,3133,4,False,True,True,True,True,TOV3133Gp61,p61,P65,4.0,ch4,Awaiting contributing-laboratory confirmation,Awaiting contributing-laboratory confirmation,89.3,64.3,57.5,20346.0,7694.0,8.7,191.0,0.58,CVCL_4064,True,NA,PGR,Endocrine,higher,ENSG00000082175,0.0,0.0,NA,NA,NA,NA,NA,NA,measured TPM zero,target not quantified in supplied matrix,0.3333333333333333,NA,11.0,NA,31,0
TOV3291G,HGS,High-grade serous carcinoma,consensus,CHUM,3291,2,True,True,True,False,False,TOV3291Gp62,p62,NA,2.0,ch8,Awaiting contributing-laboratory confirmation,Awaiting contributing-laboratory confirmation,92.4,45.1,41.6,19962.0,7758.0,7.9,NA,NA,CVCL_9T25,True,NA,PGR,Endocrine,higher,ENSG00000082175,0.0,0.0,NA,NA,NA,NA,NA,NA,measured TPM zero,target not quantified in supplied matrix,0.3333333333333333,NA,11.0,NA,31,0
OV3331,HGS,High-grade serous carcinoma,"CONFLICT: Adenocarcinoma (annotation_cleaned/TMT layout/Cell lines Subtypes.xlsx) vs HGS (annotation.csv/updated, summary, ConsensusOV)",CHUM,OV3331,1,True,True,True,True,True,OV3331p71,p71,P54,4.0,ch3,Awaiting contributing-laboratory confirmation,Awaiting contributing-laboratory confirmation,93.0,59.5,55.3,20551.0,7694.0,8.7,155.0,0.495,CVCL_A1SQ,True,NA,PGR,Endocrine,higher,ENSG00000082175,0.0,0.0,NA,NA,NA,NA,NA,NA,measured TPM zero,target not quantified in supplied matrix,0.3333333333333333,NA,11.0,NA,31,0
OV90,HGS,High-grade serous carcinoma,"CONFLICT: Adenocarcinoma (annotation_cleaned/TMT layout/Cell lines Subtypes.xlsx) vs HGS (annotation.csv/updated, summary, ConsensusOV)",CHUM,OV90,1,True,True,True,True,True,OV90p70,p70,P63,5.0,ch3,Awaiting contributing-laboratory confirmation,Awaiting contributing-laboratory confirmation,91.3,48.8,44.5,20284.0,7653.0,9.2,240.0,0.28,CVCL_3768,True,NA,PGR,Endocrine,higher,ENSG00000082175,0.0,0.0,NA,NA,NA,NA,NA,NA,measured TPM zero,target not quantified in supplied matrix,0.3333333333333333,NA,11.0,NA,31,0
TOV21G,CC,Clear cell carcinoma,consensus,CHUM,TOV21G,1,True,True,True,True,True,TOV21Gp63,p63,P59,5.0,ch5,Awaiting contributing-laboratory confirmation,Awaiting contributing-laboratory confirmation,91.9,67.0,61.6,20573.0,7653.0,9.2,1416.0,0.078,CVCL_3613,True,NA,PGR,Endocrine,higher,ENSG00000082175,0.0,0.0,NA,NA,NA,NA,NA,NA,measured TPM zero,target not quantified in supplied matrix,0.3333333333333333,NA,11.0,NA,31,0
TOV3392D,CC,Clear cell carcinoma,consensus,CHUM,TOV3392D,1,True,True,True,True,True,TOV3392Dp69,p69,P69,1.0,ch7,Awaiting contributing-laboratory confirmation,Awaiting contributing-laboratory confirmation,92.3,52.6,48.5,18907.0,7738.0,8.2,196.0,0.688,CVCL_A1SS,True,NA,PGR,Endocrine,higher,ENSG00000082175,0.0,0.0,NA,NA,NA,NA,NA,NA,measured TPM zero,target not quantified in supplied matrix,0.3333333333333333,NA,11.0,NA,31,0
VOA10816,CC,Clear cell carcinoma,consensus,BC Cancer-OVCARE,VOA10816,1,True,True,True,False,False,VOA10816p20,p20,NA,1.0,ch6,Awaiting contributing-laboratory confirmation,Awaiting contributing-laboratory confirmation,86.6,57.7,49.9,20643.0,7738.0,8.2,NA,NA,NA,False,NA,PGR,Endocrine,higher,ENSG00000082175,0.0,0.0,NA,NA,NA,NA,NA,NA,measured TPM zero,target not quantified in supplied matrix,0.3333333333333333,NA,11.0,NA,31,0
VOA12539,CC,Clear cell carcinoma,consensus,BC Cancer-OVCARE,VOA12539,1,True,True,True,False,False,VOA12539p41,p41,NA,2.0,ch7,Awaiting contributing-laboratory confirmation,Awaiting contributing-laboratory confirmation,89.3,77.8,69.5,20974.0,7758.0,7.9,NA,NA,NA,False,NA,PGR,Endocrine,higher,ENSG00000082175,0.0,0.0,NA,NA,NA,NA,NA,NA,measured TPM zero,target not quantified in supplied matrix,0.3333333333333333,NA,11.0,NA,31,0
VOA295,CC,Clear cell carcinoma,consensus,BC Cancer-OVCARE,VOA295,1,True,True,True,False,False,VOA295p31,p31,NA,2.0,ch6,Awaiting contributing-laboratory confirmation,Awaiting contributing-laboratory confirmation,86.9,90.1,78.3,21057.0,7758.0,7.9,NA,NA,NA,False,NA,PGR,Endocrine,higher,ENSG00000082175,0.0,0.0,NA,NA,NA,NA,NA,NA,measured TPM zero,target not quantified in supplied matrix,0.3333333333333333,NA,11.0,NA,31,0
VOA4841,CC,Clear cell carcinoma,consensus,BC Cancer-OVCARE,VOA4841,1,True,True,True,False,False,VOA4841p43,p43,NA,3.0,ch7,Awaiting contributing-laboratory confirmation,Awaiting contributing-laboratory confirmation,85.8,86.3,74.0,20912.0,7562.0,10.3,NA,NA,NA,False,NA,PGR,Endocrine,higher,ENSG00000082175,0.0,0.0,NA,NA,NA,NA,NA,NA,measured TPM zero,target not quantified in supplied matrix,0.3333333333333333,NA,11.0,NA,31,0
VOA6861,CC,Clear cell carcinoma,consensus,BC Cancer-OVCARE,VOA6861,1,True,True,False,False,False,VOA6861p17,p17,NA,NA,NA,Awaiting contributing-laboratory confirmation,Awaiting contributing-laboratory confirmation,88.0,80.2,70.6,21208.0,NA,NA,NA,NA,NA,False,NA,PGR,Endocrine,higher,ENSG00000082175,0.02397685,0.034183099353803474,NA,NA,NA,NA,NA,NA,measured,assay unavailable,0.8666666666666667,NA,5.0,NA,31,0
TOV112D,EC,Endometrioid carcinoma (historical grouping),Published reassignment to dedifferentiated ovarian carcinoma; retained in the historical EC group for analysis.,CHUM,TOV112D,1,True,True,True,True,True,TOV112Dp63,p63,P83,4.0,ch6,Awaiting contributing-laboratory confirmation,Awaiting contributing-laboratory confirmation,91.1,51.3,46.7,19841.0,7694.0,8.7,133.0,0.233,CVCL_3612,True,NA,PGR,Endocrine,higher,ENSG00000082175,0.00232772,0.0033542876920839505,NA,NA,NA,NA,NA,NA,measured,target not quantified in supplied matrix,0.7,NA,10.0,NA,31,0
VOA4395,EC,Endometrioid carcinoma (historical grouping),consensus,BC Cancer-OVCARE,VOA4395,1,True,True,True,False,False,VOA4395p39-40,p39-40,NA,1.0,ch8,Awaiting contributing-laboratory confirmation,Awaiting contributing-laboratory confirmation,88.6,50.9,45.1,19686.0,7738.0,8.2,NA,NA,NA,False,NA,PGR,Endocrine,higher,ENSG00000082175,0.0,0.0,NA,NA,NA,NA,NA,NA,measured TPM zero,target not quantified in supplied matrix,0.3333333333333333,NA,11.0,NA,31,0
TOV2414,MC,Mucinous carcinoma,consensus,CHUM,TOV2414,1,True,True,True,True,True,TOV2414p69,p69,P65,5.0,ch6,Awaiting contributing-laboratory confirmation,Awaiting contributing-laboratory confirmation,92.9,83.4,77.5,19582.0,7653.0,9.2,142.0,0.331,CVCL_A1SR,True,NA,PGR,Endocrine,higher,ENSG00000082175,0.0,0.0,NA,NA,NA,NA,NA,NA,measured TPM zero,target not quantified in supplied matrix,0.3333333333333333,NA,11.0,NA,31,0
VOA8762,MC,Mucinous carcinoma,consensus,BC Cancer-OVCARE,VOA8762,1,True,True,True,False,False,VOA8762p27,p27,NA,4.0,ch7,Awaiting contributing-laboratory confirmation,Awaiting contributing-laboratory confirmation,85.8,87.2,74.8,21788.0,7694.0,8.7,NA,NA,NA,False,NA,PGR,Endocrine,higher,ENSG00000082175,0.00871101,0.012512909669829276,NA,NA,NA,NA,NA,NA,measured,target not quantified in supplied matrix,0.8,NA,7.0,NA,31,0
VOA8771,MC,Mucinous carcinoma,consensus,BC Cancer-OVCARE,VOA8771,1,True,True,True,False,False,VOA8771p28,p28,NA,5.0,ch8,Awaiting contributing-laboratory confirmation,Awaiting contributing-laboratory confirmation,88.1,74.7,65.8,21476.0,7653.0,9.2,NA,NA,NA,False,NA,PGR,Endocrine,higher,ENSG00000082175,0.00501055,0.007210646033849213,NA,NA,NA,NA,NA,NA,measured,target not quantified in supplied matrix,0.7333333333333333,NA,9.0,NA,31,0
VOA5217,MMMT,Carcinosarcoma,consensus,BC Cancer-OVCARE,VOA5217,1,True,True,True,False,False,VOA5217p36,p36,NA,4.0,ch8,Awaiting contributing-laboratory confirmation,Awaiting contributing-laboratory confirmation,89.9,49.1,44.1,19788.0,7694.0,8.7,NA,NA,NA,False,NA,PGR,Endocrine,higher,ENSG00000082175,0.0,0.0,NA,NA,NA,NA,NA,NA,measured TPM zero,target not quantified in supplied matrix,0.3333333333333333,NA,11.0,NA,31,0
VOA5436,MMMT,Carcinosarcoma,consensus,BC Cancer-OVCARE,VOA5436,1,True,True,True,False,False,VOA5436p35,p35,NA,5.0,ch7,Awaiting contributing-laboratory confirmation,Awaiting contributing-laboratory confirmation,88.8,81.9,72.7,20464.0,7653.0,9.2,NA,NA,NA,False,NA,PGR,Endocrine,higher,ENSG00000082175,0.0,0.0,NA,NA,NA,NA,NA,NA,measured TPM zero,target not quantified in supplied matrix,0.3333333333333333,NA,11.0,NA,31,0
BIN67,SCCOHT,"Small cell carcinoma of the ovary, hypercalcaemic type",consensus,OHRI,BIN67,1,True,True,True,False,False,BIN67p51,p51,NA,3.0,ch3,Awaiting contributing-laboratory confirmation,Awaiting contributing-laboratory confirmation,87.9,50.5,44.4,20270.0,7562.0,10.3,NA,NA,CVCL_S987,True,NA,PGR,Endocrine,higher,ENSG00000082175,0.07940544,0.11023686335263633,NA,NA,NA,NA,NA,NA,measured,target not quantified in supplied matrix,0.9,NA,4.0,NA,31,0
COV434,SCCOHT,"Small cell carcinoma of the ovary, hypercalcaemic type",consensus,BC Cancer-OVCARE,COV434,1,True,True,True,False,False,COV434p46,p46,NA,1.0,ch10,Awaiting contributing-laboratory confirmation,Awaiting contributing-laboratory confirmation,89.1,52.6,46.8,20184.0,7738.0,8.2,NA,NA,CVCL_2010,True,"Misclassified. Originally thought to be an ovarian granulosa cell tumor but seems to be a small cell carcinoma of the ovary, hypercalcemic type (SCCOHT) (PubMed=33328126).",PGR,Endocrine,higher,ENSG00000082175,0.3292308,0.41059162764336976,NA,NA,NA,NA,NA,NA,measured,target not quantified in supplied matrix,0.9333333333333333,NA,3.0,NA,31,0
VOA14993,CC,Clear cell carcinoma,consensus,BC Cancer-OVCARE,VOA14993,1,True,False,True,False,False,NA,NA,NA,3.0,ch6,Awaiting contributing-laboratory confirmation,Awaiting contributing-laboratory confirmation,NA,NA,NA,NA,7562.0,10.3,NA,NA,NA,False,NA,MLH1,MMR,lower,ENSG00000076242,NA,NA,12.82799729964183,MLH1,P40692,False,22,22,assay unavailable,quantified,NA,0.8,NA,7.0,31,31
VOA6861,CC,Clear cell carcinoma,consensus,BC Cancer-OVCARE,VOA6861,1,True,True,False,False,False,VOA6861p17,p17,NA,NA,NA,Awaiting contributing-laboratory confirmation,Awaiting contributing-laboratory confirmation,88.0,80.2,70.6,21208.0,NA,NA,NA,NA,NA,False,NA,MLH1,MMR,lower,ENSG00000076242,28.58296,4.886694507150985,NA,MLH1,P40692,False,22,22,measured,assay unavailable,0.7333333333333333,NA,9.0,NA,31,31
VOA14993,CC,Clear cell carcinoma,consensus,BC Cancer-OVCARE,VOA14993,1,True,False,True,False,False,NA,NA,NA,3.0,ch6,Awaiting contributing-laboratory confirmation,Awaiting contributing-laboratory confirmation,NA,NA,NA,NA,7562.0,10.3,NA,NA,NA,False,NA,PMS2,MMR,lower,ENSG00000122512,NA,NA,11.0912056359312,PMS2,P54278,False,16,16,assay unavailable,quantified,NA,0.6666666666666666,NA,11.0,31,31
VOA6861,CC,Clear cell carcinoma,consensus,BC Cancer-OVCARE,VOA6861,1,True,True,False,False,False,VOA6861p17,p17,NA,NA,NA,Awaiting contributing-laboratory confirmation,Awaiting contributing-laboratory confirmation,88.0,80.2,70.6,21208.0,NA,NA,NA,NA,NA,False,NA,PMS2,MMR,lower,ENSG00000122512,21.320208735,4.480278613969393,NA,PMS2,P54278,False,16,16,measured,assay unavailable,0.9666666666666667,NA,2.0,NA,31,31
VOA14993,CC,Clear cell carcinoma,consensus,BC Cancer-OVCARE,VOA14993,1,True,False,True,False,False,NA,NA,NA,3.0,ch6,Awaiting contributing-laboratory confirmation,Awaiting contributing-laboratory confirmation,NA,NA,NA,NA,7562.0,10.3,NA,NA,NA,False,NA,MSH2,MMR,lower,ENSG00000095002,NA,NA,14.73432164368791,MSH2,P43246,False,51,51,assay unavailable,quantified,NA,0.9333333333333333,NA,3.0,31,31
VOA6861,CC,Clear cell carcinoma,consensus,BC Cancer-OVCARE,VOA6861,1,True,True,False,False,False,VOA6861p17,p17,NA,NA,NA,Awaiting contributing-laboratory confirmation,Awaiting contributing-laboratory confirmation,88.0,80.2,70.6,21208.0,NA,NA,NA,NA,NA,False,NA,MSH2,MMR,lower,ENSG00000095002,49.3425459,5.653706272539005,NA,MSH2,P43246,False,51,51,measured,assay unavailable,1.0,NA,1.0,NA,31,31
VOA14993,CC,Clear cell carcinoma,consensus,BC Cancer-OVCARE,VOA14993,1,True,False,True,False,False,NA,NA,NA,3.0,ch6,Awaiting contributing-laboratory confirmation,Awaiting contributing-laboratory confirmation,NA,NA,NA,NA,7562.0,10.3,NA,NA,NA,False,NA,MSH6,MMR,lower,ENSG00000116062,NA,NA,14.89231148668505,MSH6,P52701,False,68,68,assay unavailable,quantified,NA,0.9666666666666667,NA,2.0,31,31
VOA6861,CC,Clear cell carcinoma,consensus,BC Cancer-OVCARE,VOA6861,1,True,True,False,False,False,VOA6861p17,p17,NA,NA,NA,Awaiting contributing-laboratory confirmation,Awaiting contributing-laboratory confirmation,88.0,80.2,70.6,21208.0,NA,NA,NA,NA,NA,False,NA,MSH6,MMR,lower,ENSG00000116062,68.171216,6.1120999134861895,NA,MSH6,P52701,False,68,68,measured,assay unavailable,0.9,NA,4.0,NA,31,31
VOA14993,CC,Clear cell carcinoma,consensus,BC Cancer-OVCARE,VOA14993,1,True,False,True,False,False,NA,NA,NA,3.0,ch6,Awaiting contributing-laboratory confirmation,Awaiting contributing-laboratory confirmation,NA,NA,NA,NA,7562.0,10.3,NA,NA,NA,False,NA,SMARCA4,SWI/SNF,lower,ENSG00000127616,NA,NA,13.82714914425968,SMARCA4,P51532,False,42,42,assay unavailable,quantified,NA,0.3333333333333333,NA,21.0,31,31
VOA6861,CC,Clear cell carcinoma,consensus,BC Cancer-OVCARE,VOA6861,1,True,True,False,False,False,VOA6861p17,p17,NA,NA,NA,Awaiting contributing-laboratory confirmation,Awaiting contributing-laboratory confirmation,88.0,80.2,70.6,21208.0,NA,NA,NA,NA,NA,False,NA,SMARCA4,SWI/SNF,lower,ENSG00000127616,57.5496576089043,5.871588828937847,NA,SMARCA4,P51532,False,42,42,measured,assay unavailable,0.36666666666666664,NA,20.0,NA,31,31
VOA14993,CC,Clear cell carcinoma,consensus,BC Cancer-OVCARE,VOA14993,1,True,False,True,False,False,NA,NA,NA,3.0,ch6,Awaiting contributing-laboratory confirmation,Awaiting contributing-laboratory confirmation,NA,NA,NA,NA,7562.0,10.3,NA,NA,NA,False,NA,SMARCA2,SWI/SNF,lower,ENSG00000080503,NA,NA,11.46316028258276,SMARCA2,P51531,False,18,18,assay unavailable,quantified,NA,0.23333333333333334,NA,24.0,31,31
VOA6861,CC,Clear cell carcinoma,consensus,BC Cancer-OVCARE,VOA6861,1,True,True,False,False,False,VOA6861p17,p17,NA,NA,NA,Awaiting contributing-laboratory confirmation,Awaiting contributing-laboratory confirmation,88.0,80.2,70.6,21208.0,NA,NA,NA,NA,NA,False,NA,SMARCA2,SWI/SNF,lower,ENSG00000080503,32.632079566299986,5.07176608241173,NA,SMARCA2,P51531,False,18,18,measured,assay unavailable,0.9,NA,4.0,NA,31,31
VOA14993,CC,Clear cell carcinoma,consensus,BC Cancer-OVCARE,VOA14993,1,True,False,True,False,False,NA,NA,NA,3.0,ch6,Awaiting contributing-laboratory confirmation,Awaiting contributing-laboratory confirmation,NA,NA,NA,NA,7562.0,10.3,NA,NA,NA,False,NA,ARID1A,SWI/SNF,lower,ENSG00000117713,NA,NA,13.85937331378603,ARID1A,O14497,True,51,51,assay unavailable,quantified,NA,0.13333333333333333,NA,27.0,31,31
VOA6861,CC,Clear cell carcinoma,consensus,BC Cancer-OVCARE,VOA6861,1,True,True,False,False,False,VOA6861p17,p17,NA,NA,NA,Awaiting contributing-laboratory confirmation,Awaiting contributing-laboratory confirmation,88.0,80.2,70.6,21208.0,NA,NA,NA,NA,NA,False,NA,ARID1A,SWI/SNF,lower,ENSG00000117713,43.2915334,5.468959039960691,NA,ARID1A,O14497,True,51,51,measured,assay unavailable,0.9,NA,4.0,NA,31,31
VOA14993,CC,Clear cell carcinoma,consensus,BC Cancer-OVCARE,VOA14993,1,True,False,True,False,False,NA,NA,NA,3.0,ch6,Awaiting contributing-laboratory confirmation,Awaiting contributing-laboratory confirmation,NA,NA,NA,NA,7562.0,10.3,NA,NA,NA,False,NA,CCNE1,Cell cycle,higher,ENSG00000105173,NA,NA,12.78965354091421,CCNE1,P24864,True,5,5,assay unavailable,quantified,NA,0.4666666666666667,NA,17.0,31,31
VOA6861,CC,Clear cell carcinoma,consensus,BC Cancer-OVCARE,VOA6861,1,True,True,False,False,False,VOA6861p17,p17,NA,NA,NA,Awaiting contributing-laboratory confirmation,Awaiting contributing-laboratory confirmation,88.0,80.2,70.6,21208.0,NA,NA,NA,NA,NA,False,NA,CCNE1,Cell cycle,higher,ENSG00000105173,46.12714,5.558486226208488,NA,CCNE1,P24864,True,5,5,measured,assay unavailable,0.7,NA,10.0,NA,31,31
